KO	GENE
ko00051	AYCG.ctg2.643
ko00051	AYCG.ctg20.539
ko00051	AYCG.ctg23.79
ko00051	AYCG.ctg4.460
ko00051	AYCG.ctg18.113
ko00051	AYCG.ctg5.802
ko00051	AYCG.ctg31.249
ko00051	AYCG.ctg7.682
ko00051	AYCG.ctg31.247
ko00051	AYCG.ctg22.172
ko00051	AYCG.ctg24.123
ko00051	AYCG.ctg9.358
ko00051	AYCG.ctg12.263
ko00051	AYCG.ctg2.102
ko00051	AYCG.ctg20.146
ko00051	AYCG.ctg25.469
ko00051	AYCG.ctg23.95
ko00051	AYCG.ctg56.15
ko00051	AYCG.ctg20.610
ko00051	AYCG.ctg30.158
ko00051	AYCG.ctg24.154
ko00051	AYCG.ctg48.18
ko00051	AYCG.ctg8.175
ko00051	AYCG.ctg7.12
ko00051	AYCG.ctg23.337
ko00051	AYCG.ctg12.306
ko00051	AYCG.ctg7.993
ko00051	add.AYCG.ctg354.23
ko00051	AYCG.ctg36.49
ko00052	AYCG.ctg17.129
ko00052	AYCG.ctg7.710
ko00052	AYCG.ctg24.131
ko00052	AYCG.ctg1394.1
ko00052	add.AYCG.ctg22.68
ko00052	AYCG.ctg4.482
ko00052	AYCG.ctg59.39
ko00052	AYCG.ctg46.33
ko00052	AYCG.ctg3.313
ko00052	AYCG.ctg11.128
ko00052	AYCG.ctg30.36
ko00052	AYCG.ctg9.178
ko00052	AYCG.ctg2.774
ko00052	AYCG.ctg24.176
ko00052	AYCG.ctg6.229
ko00052	add.AYCG.ctg566.1
ko00052	AYCG.ctg16.169
ko00052	AYCG.ctg10.490
ko00052	AYCG.ctg17.130
ko00052	AYCG.ctg14.414
ko00052	AYCG.ctg2.471
ko00052	AYCG.ctg37.70
ko00052	AYCG.ctg16.237
ko00052	AYCG.ctg23.84
ko00052	AYCG.ctg9.693
ko00052	AYCG.ctg10.96
ko00052	AYCG.ctg1.449
ko00052	AYCG.ctg14.217
ko00052	AYCG.ctg6.363
ko00052	AYCG.ctg14.54
ko00052	AYCG.ctg25.394
ko00052	AYCG.ctg57.3
ko00052	AYCG.ctg13.22
ko00052	AYCG.ctg19.162
ko00052	AYCG.ctg25.468
ko00052	AYCG.ctg4.480
ko00052	AYCG.ctg30.92
ko00052	AYCG.ctg7.508
ko00052	AYCG.ctg40.19
ko00052	AYCG.ctg7.1016
ko00052	AYCG.ctg30.107
ko00052	AYCG.ctg25.164
ko00052	AYCG.ctg7.291
ko00052	AYCG.ctg34.187
ko00052	AYCG.ctg49.34
ko00052	AYCG.ctg21.391
ko00052	AYCG.ctg31.58
ko00052	AYCG.ctg9.694
ko00052	AYCG.ctg64.4
ko00052	AYCG.ctg23.336
ko00052	AYCG.ctg6.375
ko00052	AYCG.ctg14.215
ko00052	AYCG.ctg15.3
ko00052	AYCG.ctg2.387
ko00052	AYCG.ctg7.48
ko00052	AYCG.ctg31.346
ko00052	AYCG.ctg10.449
ko00052	AYCG.ctg7.458
ko00052	AYCG.ctg11.279
ko00052	AYCG.ctg53.2
ko00052	AYCG.ctg21.319
ko00052	AYCG.ctg7.440
ko00052	AYCG.ctg10.338
ko00052	AYCG.ctg4.120
ko00052	AYCG.ctg2.87
ko00052	AYCG.ctg16.64
ko00052	AYCG.ctg2.816
ko00052	AYCG.ctg7.1048
ko00052	add.AYCG.ctg16.12
ko00052	add.AYCG.ctg9.184
ko00052	AYCG.ctg21.282
ko00052	AYCG.ctg34.182
ko00052	AYCG.ctg4.160
ko00052	AYCG.ctg21.78
ko00052	AYCG.ctg20.572
ko00052	AYCG.ctg36.119
ko00052	AYCG.ctg25.216
ko00052	add.AYCG.ctg2.211
ko00052	AYCG.ctg30.157
ko00052	AYCG.ctg14.446
ko00052	AYCG.ctg11.130
ko00052	AYCG.ctg7.595
ko00052	AYCG.ctg30.159
ko00052	AYCG.ctg28.103
ko00052	AYCG.ctg20.177
ko00052	AYCG.ctg26.68
ko00052	add.AYCG.ctg40.30
ko00052	AYCG.ctg1.565
ko00052	AYCG.ctg49.37
ko00052	AYCG.ctg20.295
ko00052	AYCG.ctg9.241
ko00052	AYCG.ctg36.131
ko00052	AYCG.ctg3.238
ko00052	AYCG.ctg19.306
ko00052	AYCG.ctg25.205
ko00052	add.AYCG.ctg7.378
ko00052	AYCG.ctg2.647
ko00052	AYCG.ctg49.35
ko00052	AYCG.ctg22.331
ko00052	AYCG.ctg1.343
ko00052	AYCG.ctg7.110
ko00052	AYCG.ctg20.541
ko00052	add.AYCG.ctg4.202
ko00052	AYCG.ctg16.260
ko00052	AYCG.ctg2.572
ko00052	AYCG.ctg9.169
ko00052	AYCG.ctg38.21
ko00052	AYCG.ctg5.524
ko00052	AYCG.ctg10.222
ko00052	AYCG.ctg1.355
ko00052	AYCG.ctg21.470
ko00052	AYCG.ctg7.439
ko00052	AYCG.ctg6.227
ko00052	AYCG.ctg57.46
ko00052	AYCG.ctg39.26
ko00052	AYCG.ctg41.19
ko00052	add.AYCG.ctg1534.1
ko00052	AYCG.ctg56.45
ko00052	AYCG.ctg34.267
ko00052	AYCG.ctg2.756
ko00052	AYCG.ctg1.533
ko00052	AYCG.ctg21.384
ko00052	AYCG.ctg1.325
ko00052	AYCG.ctg6.39
ko00052	AYCG.ctg3.301
ko00052	AYCG.ctg49.27
ko00052	AYCG.ctg23.338
ko00052	AYCG.ctg2.450
ko00052	AYCG.ctg24.370
ko00052	AYCG.ctg7.680
ko00052	AYCG.ctg20.191
ko00052	AYCG.ctg25.467
ko00052	AYCG.ctg5.776
ko00052	add.AYCG.ctg7.319
ko00052	AYCG.ctg12.136
ko00052	AYCG.ctg7.771
ko00052	AYCG.ctg17.206
ko00052	AYCG.ctg9.687
ko00052	AYCG.ctg20.355
ko00052	add.AYCG.ctg15.8
ko00052	AYCG.ctg34.269
ko00052	AYCG.ctg30.160
ko00052	AYCG.ctg31.342
ko00052	AYCG.ctg44.35
ko00052	AYCG.ctg28.159
ko00052	add.AYCG.ctg2.214
ko00052	AYCG.ctg7.165
ko00052	AYCG.ctg4.457
ko00052	add.AYCG.ctg667.8
ko00052	AYCG.ctg22.214
ko00052	AYCG.ctg2.66
ko00052	AYCG.ctg9.449
ko00052	AYCG.ctg19.59
ko00052	AYCG.ctg2.473
ko00052	AYCG.ctg20.452
ko00052	add.AYCG.ctg22.87
ko00052	AYCG.ctg8.84
ko00052	AYCG.ctg97.33
ko00052	AYCG.ctg32.148
ko00052	AYCG.ctg7.151
ko00052	add.AYCG.ctg808.2
ko00052	AYCG.ctg13.209
ko00052	AYCG.ctg20.571
ko00052	AYCG.ctg12.212
ko00052	AYCG.ctg7.682
ko00052	AYCG.ctg3.330
ko00052	AYCG.ctg24.123
ko00052	AYCG.ctg5.459
ko00052	AYCG.ctg1.428
ko00052	AYCG.ctg24.25
ko00052	AYCG.ctg2.102
ko00052	AYCG.ctg56.56
ko00052	AYCG.ctg11.9
ko00052	AYCG.ctg7.353
ko00052	AYCG.ctg23.95
ko00052	AYCG.ctg11.10
ko00052	AYCG.ctg9.137
ko00052	AYCG.ctg20.150
ko00052	AYCG.ctg30.158
ko00052	AYCG.ctg24.154
ko00052	AYCG.ctg9.311
ko00052	AYCG.ctg19.8
ko00052	AYCG.ctg7.415
ko00052	AYCG.ctg11.48
ko00052	add.AYCG.ctg511.1
ko00052	add.AYCG.ctg8.26
ko00052	AYCG.ctg20.151
ko00052	AYCG.ctg7.479
ko00052	AYCG.ctg15.103
ko00052	AYCG.ctg5.598
ko00052	AYCG.ctg3.599
ko00052	AYCG.ctg46.27
ko00052	AYCG.ctg24.320
ko00052	AYCG.ctg2.786
ko00052	add.AYCG.ctg4.199
ko00052	add.AYCG.ctg37.37
ko00052	AYCG.ctg2.126
ko00052	AYCG.ctg32.147
ko00052	AYCG.ctg1.380
ko00052	AYCG.ctg23.337
ko00052	AYCG.ctg23.159
ko00052	AYCG.ctg7.993
ko00052	AYCG.ctg32.85
ko00052	AYCG.ctg7.188
ko00052	AYCG.ctg38.96
ko00052	AYCG.ctg28.257
ko00052	AYCG.ctg31.69
ko00052	AYCG.ctg22.32
ko00052	AYCG.ctg22.30
ko00052	AYCG.ctg52.9
ko00052	AYCG.ctg4.59
ko00052	AYCG.ctg2.857
ko00052	AYCG.ctg34.403
ko00053	AYCG.ctg41.84
ko00053	AYCG.ctg9.285
ko00053	AYCG.ctg14.132
ko00053	AYCG.ctg19.127
ko00053	add.AYCG.ctg7.279
ko00053	AYCG.ctg34.83
ko00053	AYCG.ctg10.539
ko00053	AYCG.ctg4.23
ko00053	AYCG.ctg16.118
ko00053	AYCG.ctg15.78
ko00053	AYCG.ctg2.50
ko00053	add.AYCG.ctg32.160
ko00053	AYCG.ctg28.104
ko00053	add.AYCG.ctg7.278
ko00053	AYCG.ctg7.508
ko00053	AYCG.ctg20.390
ko00053	AYCG.ctg4.302
ko00053	AYCG.ctg10.35
ko00053	add.AYCG.ctg36.15
ko00053	AYCG.ctg37.139
ko00053	add.AYCG.ctg20.189
ko00053	AYCG.ctg9.732
ko00053	AYCG.ctg3.299
ko00053	AYCG.ctg10.187
ko00053	AYCG.ctg6.211
ko00053	AYCG.ctg29.184
ko00053	AYCG.ctg19.30
ko00053	AYCG.ctg13.49
ko00053	AYCG.ctg14.309
ko00053	AYCG.ctg12.256
ko00053	AYCG.ctg31.383
ko00053	AYCG.ctg2.652
ko00053	AYCG.ctg65.14
ko00053	AYCG.ctg20.176
ko00053	AYCG.ctg10.423
ko00053	AYCG.ctg59.52
ko00053	AYCG.ctg17.171
ko00053	AYCG.ctg34.93
ko00053	AYCG.ctg22.181
ko00053	AYCG.ctg2.28
ko00053	AYCG.ctg21.535
ko00053	AYCG.ctg11.6
ko00053	add.AYCG.ctg22.39
ko00053	AYCG.ctg5.985
ko00053	AYCG.ctg49.1
ko00053	AYCG.ctg6.17
ko00053	AYCG.ctg14.244
ko00053	add.AYCG.ctg31.194
ko00053	AYCG.ctg11.248
ko00053	AYCG.ctg25.303
ko00053	AYCG.ctg24.273
ko00053	AYCG.ctg21.534
ko00053	AYCG.ctg42.1
ko00053	AYCG.ctg23.298
ko00053	AYCG.ctg7.1007
ko00053	AYCG.ctg7.798
ko00053	AYCG.ctg13.48
ko00053	AYCG.ctg10.114
ko00053	AYCG.ctg4.561
ko00053	AYCG.ctg11.156
ko00053	AYCG.ctg7.324
ko00053	AYCG.ctg2.309
ko00053	AYCG.ctg9.733
ko00053	AYCG.ctg20.414
ko00053	add.AYCG.ctg23.123
ko00053	AYCG.ctg38.33
ko00053	AYCG.ctg23.299
ko00053	add.AYCG.ctg32.83
ko00053	AYCG.ctg45.69
ko00053	AYCG.ctg3.86
ko00053	AYCG.ctg24.272
ko00053	add.AYCG.ctg31.193
ko00053	AYCG.ctg32.50
ko00053	AYCG.ctg4.62
ko00053	AYCG.ctg9.311
ko00053	AYCG.ctg19.8
ko00053	AYCG.ctg10.495
ko00053	AYCG.ctg7.819
ko00053	AYCG.ctg2.69
ko00053	AYCG.ctg4.112
ko00053	AYCG.ctg23.112
ko00053	AYCG.ctg16.236
ko00053	AYCG.ctg32.71
ko00053	add.AYCG.ctg34.112
ko00053	AYCG.ctg9.284
ko00053	AYCG.ctg9.645
ko00053	AYCG.ctg9.531
ko00053	AYCG.ctg8.34
ko00500	AYCG.ctg21.401
ko00500	AYCG.ctg18.265
ko00500	add.AYCG.ctg5.117
ko00500	AYCG.ctg36.99
ko00500	AYCG.ctg38.71
ko00500	add.AYCG.ctg40.20
ko00500	AYCG.ctg17.129
ko00500	AYCG.ctg24.131
ko00500	AYCG.ctg21.414
ko00500	AYCG.ctg7.329
ko00500	AYCG.ctg1394.1
ko00500	add.AYCG.ctg4.192
ko00500	add.AYCG.ctg9.285
ko00500	AYCG.ctg7.433
ko00500	add.AYCG.ctg790.1
ko00500	AYCG.ctg4.458
ko00500	AYCG.ctg59.39
ko00500	add.AYCG.ctg9.17
ko00500	AYCG.ctg3.313
ko00500	AYCG.ctg537.1
ko00500	AYCG.ctg33.36
ko00500	AYCG.ctg1.462
ko00500	AYCG.ctg25.263
ko00500	AYCG.ctg31.20
ko00500	AYCG.ctg22.227
ko00500	AYCG.ctg32.361
ko00500	AYCG.ctg7.540
ko00500	AYCG.ctg9.455
ko00500	AYCG.ctg28.219
ko00500	add.AYCG.ctg566.1
ko00500	AYCG.ctg24.396
ko00500	AYCG.ctg888.2
ko00500	AYCG.ctg32.166
ko00500	AYCG.ctg14.414
ko00500	AYCG.ctg10.514
ko00500	add.AYCG.ctg36.25
ko00500	AYCG.ctg16.237
ko00500	AYCG.ctg2.712
ko00500	AYCG.ctg21.402
ko00500	AYCG.ctg18.221
ko00500	AYCG.ctg9.693
ko00500	AYCG.ctg10.96
ko00500	AYCG.ctg28.101
ko00500	AYCG.ctg19.203
ko00500	AYCG.ctg3.87
ko00500	AYCG.ctg7.817
ko00500	AYCG.ctg13.22
ko00500	AYCG.ctg14.4
ko00500	AYCG.ctg19.162
ko00500	add.AYCG.ctg38.27
ko00500	AYCG.ctg7.1163
ko00500	AYCG.ctg7.318
ko00500	AYCG.ctg6.117
ko00500	AYCG.ctg30.92
ko00500	AYCG.ctg8.19
ko00500	AYCG.ctg40.19
ko00500	AYCG.ctg30.107
ko00500	AYCG.ctg47.46
ko00500	AYCG.ctg25.164
ko00500	AYCG.ctg7.291
ko00500	AYCG.ctg29.224
ko00500	add.AYCG.ctg20.148
ko00500	AYCG.ctg21.263
ko00500	add.AYCG.ctg28.123
ko00500	AYCG.ctg36.178
ko00500	AYCG.ctg18.274
ko00500	AYCG.ctg9.470
ko00500	AYCG.ctg9.694
ko00500	add.AYCG.ctg31.10
ko00500	AYCG.ctg20.178
ko00500	AYCG.ctg2.302
ko00500	AYCG.ctg15.3
ko00500	AYCG.ctg52.20
ko00500	add.AYCG.ctg27.34
ko00500	add.AYCG.ctg10.153
ko00500	add.AYCG.ctg28.87
ko00500	AYCG.ctg28.251
ko00500	AYCG.ctg31.346
ko00500	AYCG.ctg8.123
ko00500	AYCG.ctg7.458
ko00500	AYCG.ctg53.2
ko00500	AYCG.ctg8.74
ko00500	AYCG.ctg10.99
ko00500	AYCG.ctg5.175
ko00500	AYCG.ctg28.270
ko00500	AYCG.ctg25.35
ko00500	AYCG.ctg45.10
ko00500	AYCG.ctg20.581
ko00500	AYCG.ctg21.514
ko00500	AYCG.ctg7.958
ko00500	AYCG.ctg2.87
ko00500	AYCG.ctg5.501
ko00500	AYCG.ctg9.677
ko00500	AYCG.ctg28.135
ko00500	AYCG.ctg20.546
ko00500	add.AYCG.ctg21.250
ko00500	AYCG.ctg21.2
ko00500	AYCG.ctg7.1048
ko00500	AYCG.ctg2.816
ko00500	AYCG.ctg16.20
ko00500	AYCG.ctg11.217
ko00500	AYCG.ctg4.160
ko00500	AYCG.ctg38.75
ko00500	AYCG.ctg23.301
ko00500	AYCG.ctg3.473
ko00500	add.AYCG.ctg20.104
ko00500	AYCG.ctg34.234
ko00500	AYCG.ctg20.338
ko00500	add.AYCG.ctg31.70
ko00500	AYCG.ctg11.130
ko00500	AYCG.ctg28.211
ko00500	AYCG.ctg6.317
ko00500	AYCG.ctg7.1145
ko00500	AYCG.ctg9.84
ko00500	AYCG.ctg7.595
ko00500	AYCG.ctg28.103
ko00500	AYCG.ctg20.177
ko00500	AYCG.ctg38.72
ko00500	AYCG.ctg49.37
ko00500	AYCG.ctg9.196
ko00500	AYCG.ctg20.295
ko00500	AYCG.ctg19.248
ko00500	AYCG.ctg19.131
ko00500	AYCG.ctg1.158
ko00500	AYCG.ctg7.664
ko00500	AYCG.ctg9.241
ko00500	AYCG.ctg11.78
ko00500	AYCG.ctg3.238
ko00500	AYCG.ctg16.45
ko00500	AYCG.ctg25.205
ko00500	AYCG.ctg15.12
ko00500	AYCG.ctg5.26
ko00500	add.AYCG.ctg8.116
ko00500	AYCG.ctg21.1
ko00500	AYCG.ctg1.343
ko00500	AYCG.ctg16.15
ko00500	AYCG.ctg5.174
ko00500	AYCG.ctg20.580
ko00500	AYCG.ctg10.158
ko00500	AYCG.ctg7.110
ko00500	add.AYCG.ctg5.153
ko00500	AYCG.ctg6.380
ko00500	AYCG.ctg8.43
ko00500	AYCG.ctg28.218
ko00500	AYCG.ctg14.335
ko00500	AYCG.ctg4.139
ko00500	AYCG.ctg16.260
ko00500	AYCG.ctg3.591
ko00500	AYCG.ctg5.865
ko00500	AYCG.ctg36.68
ko00500	AYCG.ctg34.477
ko00500	AYCG.ctg9.169
ko00500	AYCG.ctg38.21
ko00500	add.AYCG.ctg20.170
ko00500	add.AYCG.ctg16.47
ko00500	add.AYCG.ctg53.8
ko00500	AYCG.ctg23.158
ko00500	AYCG.ctg6.316
ko00500	AYCG.ctg29.91
ko00500	AYCG.ctg16.255
ko00500	AYCG.ctg18.52
ko00500	add.AYCG.ctg7.79
ko00500	AYCG.ctg4.434
ko00500	AYCG.ctg5.305
ko00500	AYCG.ctg10.513
ko00500	AYCG.ctg22.47
ko00500	AYCG.ctg39.26
ko00500	AYCG.ctg23.16
ko00500	AYCG.ctg7.85
ko00500	add.AYCG.ctg1534.1
ko00500	add.AYCG.ctg41.5
ko00500	AYCG.ctg8.260
ko00500	AYCG.ctg51.68
ko00500	AYCG.ctg56.45
ko00500	AYCG.ctg34.267
ko00500	add.AYCG.ctg27.15
ko00500	add.AYCG.ctg22.43
ko00500	AYCG.ctg6.39
ko00500	AYCG.ctg38.73
ko00500	add.AYCG.ctg8.64
ko00500	AYCG.ctg17.189
ko00500	AYCG.ctg2.450
ko00500	AYCG.ctg5.141
ko00500	AYCG.ctg4.294
ko00500	AYCG.ctg25.377
ko00500	AYCG.ctg43.70
ko00500	AYCG.ctg16.239
ko00500	AYCG.ctg12.136
ko00500	AYCG.ctg9.687
ko00500	AYCG.ctg34.121
ko00500	AYCG.ctg31.333
ko00500	AYCG.ctg790.1
ko00500	AYCG.ctg38.76
ko00500	AYCG.ctg126.1
ko00500	AYCG.ctg34.269
ko00500	AYCG.ctg31.342
ko00500	AYCG.ctg5.173
ko00500	AYCG.ctg28.83
ko00500	AYCG.ctg3.217
ko00500	add.AYCG.ctg6.13
ko00500	AYCG.ctg34.226
ko00500	add.AYCG.ctg25.58
ko00500	AYCG.ctg7.663
ko00500	AYCG.ctg4.457
ko00500	AYCG.ctg38.74
ko00500	AYCG.ctg9.449
ko00500	AYCG.ctg33.84
ko00500	AYCG.ctg6.408
ko00500	AYCG.ctg29.214
ko00500	AYCG.ctg16.73
ko00500	AYCG.ctg26.1
ko00500	AYCG.ctg36.46
ko00500	AYCG.ctg19.59
ko00500	AYCG.ctg9.456
ko00500	AYCG.ctg5.38
ko00500	AYCG.ctg5.500
ko00500	AYCG.ctg8.84
ko00500	AYCG.ctg31.147
ko00500	AYCG.ctg18.132
ko00500	AYCG.ctg34.667
ko00500	AYCG.ctg7.1006
ko00500	AYCG.ctg9.428
ko00500	AYCG.ctg8.216
ko00500	AYCG.ctg13.209
ko00500	AYCG.ctg43.25
ko00500	AYCG.ctg9.206
ko00500	AYCG.ctg29.203
ko00500	AYCG.ctg36.98
ko00500	AYCG.ctg19.251
ko00500	AYCG.ctg5.901
ko00500	add.AYCG.ctg25.7
ko00500	AYCG.ctg1.428
ko00500	add.AYCG.ctg5.328
ko00500	AYCG.ctg24.25
ko00500	AYCG.ctg21.404
ko00500	AYCG.ctg21.403
ko00500	add.AYCG.ctg19.92
ko00500	AYCG.ctg56.56
ko00500	AYCG.ctg20.146
ko00500	AYCG.ctg23.95
ko00500	AYCG.ctg34.666
ko00500	AYCG.ctg34.432
ko00500	AYCG.ctg9.137
ko00500	AYCG.ctg20.150
ko00500	AYCG.ctg24.154
ko00500	AYCG.ctg2.139
ko00500	AYCG.ctg20.395
ko00500	AYCG.ctg24.91
ko00500	AYCG.ctg29.160
ko00500	AYCG.ctg9.341
ko00500	AYCG.ctg11.48
ko00500	AYCG.ctg20.41
ko00500	add.AYCG.ctg1.121
ko00500	add.AYCG.ctg511.1
ko00500	AYCG.ctg20.151
ko00500	AYCG.ctg31.335
ko00500	AYCG.ctg19.99
ko00500	AYCG.ctg15.103
ko00500	add.AYCG.ctg21.158
ko00500	AYCG.ctg2.828
ko00500	AYCG.ctg5.176
ko00500	AYCG.ctg8.111
ko00500	add.AYCG.ctg10.224
ko00500	add.AYCG.ctg9.15
ko00500	AYCG.ctg32.193
ko00500	AYCG.ctg1.112
ko00500	AYCG.ctg31.334
ko00500	AYCG.ctg23.159
ko00500	AYCG.ctg23.295
ko00500	add.AYCG.ctg21.3
ko00500	add.AYCG.ctg38.28
ko00500	AYCG.ctg52.4
ko00500	AYCG.ctg1.6
ko00500	AYCG.ctg31.69
ko00500	AYCG.ctg12.49
ko00500	AYCG.ctg34.636
ko00500	AYCG.ctg8.1
ko00500	AYCG.ctg9.599
ko00500	AYCG.ctg17.239
ko00500	AYCG.ctg26.30
ko00500	AYCG.ctg16.41
ko00500	AYCG.ctg22.32
ko00500	AYCG.ctg2.857
ko00500	AYCG.ctg3.389
ko00500	AYCG.ctg33.44
ko00500	AYCG.ctg22.30
ko00500	AYCG.ctg9.147
ko00500	AYCG.ctg36.97
ko00500	AYCG.ctg21.413
ko00520	AYCG.ctg17.129
ko00520	AYCG.ctg3.167
ko00520	AYCG.ctg24.131
ko00520	add.AYCG.ctg4.192
ko00520	AYCG.ctg1394.1
ko00520	add.AYCG.ctg29.15
ko00520	AYCG.ctg34.144
ko00520	AYCG.ctg4.458
ko00520	add.AYCG.ctg28.64
ko00520	AYCG.ctg18.83
ko00520	AYCG.ctg59.39
ko00520	add.AYCG.ctg8.130
ko00520	AYCG.ctg3.313
ko00520	AYCG.ctg47.55
ko00520	add.AYCG.ctg6.99
ko00520	add.AYCG.ctg22.13
ko00520	AYCG.ctg33.103
ko00520	AYCG.ctg32.361
ko00520	add.AYCG.ctg24.196
ko00520	add.AYCG.ctg7.279
ko00520	AYCG.ctg3.184
ko00520	AYCG.ctg12.142
ko00520	add.AYCG.ctg24.139
ko00520	AYCG.ctg34.83
ko00520	AYCG.ctg5.754
ko00520	add.AYCG.ctg566.1
ko00520	AYCG.ctg16.169
ko00520	AYCG.ctg14.414
ko00520	AYCG.ctg19.282
ko00520	AYCG.ctg29.113
ko00520	AYCG.ctg12.185
ko00520	AYCG.ctg3.35
ko00520	AYCG.ctg6.180
ko00520	AYCG.ctg6.391
ko00520	AYCG.ctg2.50
ko00520	AYCG.ctg9.693
ko00520	AYCG.ctg10.96
ko00520	add.AYCG.ctg1.35
ko00520	AYCG.ctg2.232
ko00520	AYCG.ctg35.2
ko00520	AYCG.ctg2.498
ko00520	AYCG.ctg19.162
ko00520	add.AYCG.ctg21.193
ko00520	add.AYCG.ctg7.136
ko00520	AYCG.ctg2.533
ko00520	AYCG.ctg30.92
ko00520	add.AYCG.ctg5.7
ko00520	add.AYCG.ctg7.278
ko00520	AYCG.ctg7.508
ko00520	add.AYCG.ctg882.5
ko00520	AYCG.ctg30.107
ko00520	add.AYCG.ctg21.191
ko00520	add.AYCG.ctg7.295
ko00520	AYCG.ctg25.164
ko00520	AYCG.ctg21.263
ko00520	add.AYCG.ctg17.79
ko00520	AYCG.ctg9.470
ko00520	add.AYCG.ctg3.199
ko00520	AYCG.ctg9.694
ko00520	AYCG.ctg5.828
ko00520	AYCG.ctg31.148
ko00520	add.AYCG.ctg19.121
ko00520	add.AYCG.ctg24.2
ko00520	AYCG.ctg37.139
ko00520	add.AYCG.ctg20.189
ko00520	AYCG.ctg7.60
ko00520	AYCG.ctg31.346
ko00520	AYCG.ctg5.1033
ko00520	AYCG.ctg21.549
ko00520	AYCG.ctg13.111
ko00520	add.AYCG.ctg1797.3
ko00520	AYCG.ctg7.458
ko00520	AYCG.ctg53.2
ko00520	AYCG.ctg1.250
ko00520	AYCG.ctg21.319
ko00520	AYCG.ctg21.514
ko00520	AYCG.ctg32.283
ko00520	AYCG.ctg8.108
ko00520	add.AYCG.ctg4.114
ko00520	add.AYCG.ctg7.371
ko00520	AYCG.ctg2.13
ko00520	AYCG.ctg1.758
ko00520	add.AYCG.ctg882.4
ko00520	AYCG.ctg4.484
ko00520	AYCG.ctg11.217
ko00520	AYCG.ctg16.64
ko00520	AYCG.ctg2.816
ko00520	AYCG.ctg7.1048
ko00520	AYCG.ctg10.387
ko00520	add.AYCG.ctg41.50
ko00520	AYCG.ctg28.145
ko00520	AYCG.ctg11.199
ko00520	add.AYCG.ctg882.3
ko00520	AYCG.ctg25.59
ko00520	AYCG.ctg12.3
ko00520	AYCG.ctg25.216
ko00520	AYCG.ctg33.47
ko00520	AYCG.ctg20.338
ko00520	add.AYCG.ctg22.75
ko00520	AYCG.ctg21.429
ko00520	add.AYCG.ctg10.152
ko00520	AYCG.ctg7.595
ko00520	AYCG.ctg31.149
ko00520	AYCG.ctg17.171
ko00520	AYCG.ctg9.505
ko00520	AYCG.ctg21.499
ko00520	AYCG.ctg4.266
ko00520	AYCG.ctg20.295
ko00520	AYCG.ctg9.241
ko00520	AYCG.ctg11.78
ko00520	AYCG.ctg3.238
ko00520	AYCG.ctg25.205
ko00520	AYCG.ctg9.564
ko00520	add.AYCG.ctg22.39
ko00520	AYCG.ctg5.347
ko00520	AYCG.ctg1.343
ko00520	AYCG.ctg20.409
ko00520	AYCG.ctg123.6
ko00520	AYCG.ctg10.548
ko00520	AYCG.ctg24.25
ko00520	AYCG.ctg7.110
ko00520	add.AYCG.ctg10.209
ko00520	AYCG.ctg8.238
ko00520	add.AYCG.ctg1.47
ko00520	AYCG.ctg27.131
ko00520	AYCG.ctg16.260
ko00520	add.AYCG.ctg56.20
ko00520	AYCG.ctg3.214
ko00520	AYCG.ctg1.141
ko00520	AYCG.ctg9.169
ko00520	AYCG.ctg34.477
ko00520	AYCG.ctg25.303
ko00520	AYCG.ctg38.21
ko00520	add.AYCG.ctg14.102
ko00520	AYCG.ctg45.28
ko00520	add.AYCG.ctg1797.2
ko00520	AYCG.ctg32.197
ko00520	add.AYCG.ctg9.108
ko00520	AYCG.ctg3.491
ko00520	AYCG.ctg11.193
ko00520	AYCG.ctg9.482
ko00520	AYCG.ctg18.220
ko00520	AYCG.ctg16.280
ko00520	AYCG.ctg29.91
ko00520	AYCG.ctg22.47
ko00520	AYCG.ctg24.447
ko00520	AYCG.ctg34.327
ko00520	AYCG.ctg39.26
ko00520	AYCG.ctg3.638
ko00520	AYCG.ctg23.16
ko00520	AYCG.ctg12.147
ko00520	AYCG.ctg51.37
ko00520	add.AYCG.ctg14.104
ko00520	AYCG.ctg56.45
ko00520	AYCG.ctg34.267
ko00520	AYCG.ctg5.1011
ko00520	AYCG.ctg6.39
ko00520	add.AYCG.ctg14.103
ko00520	add.AYCG.ctg3.202
ko00520	add.AYCG.ctg57.18
ko00520	AYCG.ctg32.217
ko00520	add.AYCG.ctg25.44
ko00520	AYCG.ctg2.450
ko00520	AYCG.ctg5.202
ko00520	AYCG.ctg20.24
ko00520	AYCG.ctg7.89
ko00520	AYCG.ctg25.467
ko00520	AYCG.ctg31.212
ko00520	AYCG.ctg12.136
ko00520	AYCG.ctg34.262
ko00520	add.AYCG.ctg5.204
ko00520	AYCG.ctg5.615
ko00520	AYCG.ctg9.687
ko00520	AYCG.ctg3.540
ko00520	AYCG.ctg9.591
ko00520	AYCG.ctg24.239
ko00520	AYCG.ctg47.44
ko00520	AYCG.ctg34.269
ko00520	add.AYCG.ctg3.176
ko00520	AYCG.ctg31.342
ko00520	add.AYCG.ctg7.430
ko00520	AYCG.ctg21.441
ko00520	AYCG.ctg9.199
ko00520	AYCG.ctg3.542
ko00520	AYCG.ctg5.1032
ko00520	AYCG.ctg28.159
ko00520	add.AYCG.ctg24.158
ko00520	AYCG.ctg23.350
ko00520	AYCG.ctg4.457
