GO	GENE	CLASS
GO:0034998	AYCG.ctg13.192	cellular_component
GO:0035434	add.AYCG.ctg14.133	biological_process
GO:0005375	add.AYCG.ctg14.133	molecular_function
GO:0016021	add.AYCG.ctg14.133	cellular_component
GO:0003676	AYCG.ctg10.349	molecular_function
GO:0005515	AYCG.ctg10.349	molecular_function
GO:0043093	AYCG.ctg15.1	biological_process
GO:0005515	AYCG.ctg15.1	molecular_function
GO:0005737	AYCG.ctg15.1	cellular_component
GO:0016020	AYCG.ctg34.647	cellular_component
GO:0003676	AYCG.ctg20.43	molecular_function
GO:0003677	AYCG.ctg4.206	molecular_function
GO:0055085	AYCG.ctg972.2	biological_process
GO:0022857	AYCG.ctg972.2	molecular_function
GO:0016020	AYCG.ctg972.2	cellular_component
GO:0006468	AYCG.ctg1.680	biological_process
GO:0005524	AYCG.ctg1.680	molecular_function
GO:0004672	AYCG.ctg1.680	molecular_function
GO:0016765	add.AYCG.ctg10.237	molecular_function
GO:0016765	add.AYCG.ctg10.237	molecular_function
GO:0071704	AYCG.ctg33.47	biological_process
GO:0005975	AYCG.ctg33.47	biological_process
GO:0016868	AYCG.ctg33.47	molecular_function
GO:0006281	AYCG.ctg2.449	biological_process
GO:0006260	AYCG.ctg2.449	biological_process
GO:0031072	AYCG.ctg2.449	molecular_function
GO:0051082	AYCG.ctg2.449	molecular_function
GO:0004386	AYCG.ctg2.449	molecular_function
GO:0003911	AYCG.ctg2.449	molecular_function
GO:0003911	AYCG.ctg2.449	molecular_function
GO:0008270	AYCG.ctg2.449	molecular_function
GO:0003896	AYCG.ctg2.449	molecular_function
GO:0006796	AYCG.ctg2.523	biological_process
GO:0004252	AYCG.ctg2.523	molecular_function
GO:0004427	AYCG.ctg2.523	molecular_function
GO:0000287	AYCG.ctg2.523	molecular_function
GO:0016817	AYCG.ctg2.523	molecular_function
GO:0017111	AYCG.ctg2.523	molecular_function
GO:0004197	AYCG.ctg2.523	molecular_function
GO:0003968	AYCG.ctg2.523	molecular_function
GO:0070008	AYCG.ctg2.523	molecular_function
GO:0005737	AYCG.ctg2.523	cellular_component
GO:0009089	AYCG.ctg17.106	biological_process
GO:0055114	AYCG.ctg17.106	biological_process
GO:0051287	AYCG.ctg17.106	molecular_function
GO:0008839	AYCG.ctg17.106	molecular_function
GO:0016620	AYCG.ctg17.106	molecular_function
GO:0042626	AYCG.ctg2.648	molecular_function
GO:0016020	AYCG.ctg2.648	cellular_component
GO:0003677	add.AYCG.ctg5.412	molecular_function
GO:0016757	add.AYCG.ctg10.171	molecular_function
GO:0005515	add.AYCG.ctg10.229	molecular_function
GO:0006207	AYCG.ctg34.29	biological_process
GO:0005975	AYCG.ctg34.29	biological_process
GO:0004590	AYCG.ctg34.29	molecular_function
GO:0016857	AYCG.ctg34.29	molecular_function
GO:0015035	add.AYCG.ctg10.95	molecular_function
GO:0016758	add.AYCG.ctg18.64	molecular_function
GO:0008194	add.AYCG.ctg18.64	molecular_function
GO:0055085	AYCG.ctg21.37	biological_process
GO:0022857	AYCG.ctg21.37	molecular_function
GO:0016021	AYCG.ctg21.37	cellular_component
GO:0005515	add.AYCG.ctg46.26	molecular_function
GO:0005515	AYCG.ctg46.6	molecular_function
GO:0006355	add.AYCG.ctg6.84	biological_process
GO:0006313	add.AYCG.ctg6.84	biological_process
GO:0003677	add.AYCG.ctg6.84	molecular_function
GO:0005975	AYCG.ctg7.353	biological_process
GO:0004565	AYCG.ctg7.353	molecular_function
GO:0030246	AYCG.ctg7.353	molecular_function
GO:0009341	AYCG.ctg7.353	cellular_component
GO:0005869	AYCG.ctg1.704	cellular_component
GO:0030001	AYCG.ctg19.275	biological_process
GO:0046873	AYCG.ctg19.275	molecular_function
GO:0016020	AYCG.ctg19.275	cellular_component
GO:0046034	AYCG.ctg2.43	biological_process
GO:0005524	AYCG.ctg2.43	molecular_function
GO:0005515	add.AYCG.ctg7.97	molecular_function
GO:0016409	AYCG.ctg21.537	molecular_function
GO:0008017	add.AYCG.ctg2.253	molecular_function
GO:0016021	add.AYCG.ctg2.253	cellular_component
GO:0019752	add.AYCG.ctg5.379	biological_process
GO:0004451	add.AYCG.ctg5.379	molecular_function
GO:0005515	AYCG.ctg10.141	molecular_function
GO:0003677	AYCG.ctg10.141	molecular_function
GO:0006464	AYCG.ctg9.237	biological_process
GO:0006355	AYCG.ctg7.928	biological_process
GO:0003700	AYCG.ctg7.928	molecular_function
GO:0043565	AYCG.ctg7.928	molecular_function
GO:0005515	AYCG.ctg5.179	molecular_function
GO:0055114	AYCG.ctg25.467	biological_process
GO:0003824	AYCG.ctg25.467	molecular_function
GO:0006468	AYCG.ctg59.23	biological_process
GO:0005524	AYCG.ctg59.23	molecular_function
GO:0004672	AYCG.ctg59.23	molecular_function
GO:0003824	AYCG.ctg4.101	molecular_function
GO:0055085	AYCG.ctg33.19	biological_process
GO:0022857	AYCG.ctg33.19	molecular_function
GO:0016020	AYCG.ctg33.19	cellular_component
GO:0030246	add.AYCG.ctg31.127	molecular_function
GO:0006629	AYCG.ctg28.258	biological_process
GO:0003924	AYCG.ctg28.258	molecular_function
GO:0005525	AYCG.ctg28.258	molecular_function
GO:0009058	AYCG.ctg10.465	biological_process
GO:0006508	AYCG.ctg10.465	biological_process
GO:0016787	AYCG.ctg10.465	molecular_function
GO:0016788	AYCG.ctg10.465	molecular_function
GO:0008236	AYCG.ctg10.465	molecular_function
GO:0016021	AYCG.ctg10.465	cellular_component
GO:0016311	AYCG.ctg5.917	biological_process
GO:0006470	AYCG.ctg5.917	biological_process
GO:0004725	AYCG.ctg5.917	molecular_function
GO:0004721	AYCG.ctg5.917	molecular_function
GO:0008138	AYCG.ctg5.917	molecular_function
GO:0006139	AYCG.ctg5.22	biological_process
GO:0016787	AYCG.ctg5.22	molecular_function
GO:0016818	AYCG.ctg5.22	molecular_function
GO:0004386	AYCG.ctg5.22	molecular_function
GO:0003676	AYCG.ctg5.22	molecular_function
GO:0003677	AYCG.ctg5.22	molecular_function
GO:0005524	AYCG.ctg5.22	molecular_function
GO:0016787	add.AYCG.ctg32.114	molecular_function
GO:0006096	AYCG.ctg2.644	biological_process
GO:0004332	AYCG.ctg2.644	molecular_function
GO:0006302	AYCG.ctg18.3	biological_process
GO:0016787	AYCG.ctg18.3	molecular_function
GO:0030145	AYCG.ctg18.3	molecular_function
GO:0004519	AYCG.ctg18.3	molecular_function
GO:0005634	AYCG.ctg18.3	cellular_component
GO:0015031	AYCG.ctg14.412	biological_process
GO:0006464	AYCG.ctg14.412	biological_process
GO:0005515	AYCG.ctg14.412	molecular_function
GO:0006813	AYCG.ctg9.357	biological_process
GO:0030955	AYCG.ctg9.357	molecular_function
GO:0005249	AYCG.ctg9.357	molecular_function
GO:0016021	AYCG.ctg9.357	cellular_component
GO:0016485	AYCG.ctg23.272	biological_process
GO:0004190	AYCG.ctg23.272	molecular_function
GO:0016021	AYCG.ctg23.272	cellular_component
GO:0046872	AYCG.ctg13.64	molecular_function
GO:0008270	AYCG.ctg13.64	molecular_function
GO:0006486	AYCG.ctg17.269	biological_process
GO:0030246	AYCG.ctg17.269	molecular_function
GO:0016020	AYCG.ctg17.269	cellular_component
GO:0006298	AYCG.ctg1.289	biological_process
GO:0005524	AYCG.ctg1.289	molecular_function
GO:0030983	AYCG.ctg1.289	molecular_function
GO:0007130	add.AYCG.ctg24.144	biological_process
GO:0070193	add.AYCG.ctg24.144	biological_process
GO:0006323	add.AYCG.ctg24.144	biological_process
GO:0000795	add.AYCG.ctg24.144	cellular_component
GO:0055114	AYCG.ctg24.477	biological_process
GO:0016491	AYCG.ctg24.477	molecular_function
GO:0046488	AYCG.ctg46.85	biological_process
GO:0046872	AYCG.ctg46.85	molecular_function
GO:0016307	AYCG.ctg46.85	molecular_function
GO:0005524	AYCG.ctg46.85	molecular_function
GO:0005515	add.AYCG.ctg59.6	molecular_function
GO:0008270	AYCG.ctg14.36	molecular_function
GO:0006351	AYCG.ctg34.292	biological_process
GO:0003899	AYCG.ctg34.292	molecular_function
GO:0003677	AYCG.ctg34.292	molecular_function
GO:0009976	AYCG.ctg45.63	molecular_function
GO:0006355	AYCG.ctg1.415	biological_process
GO:0010506	AYCG.ctg1.415	biological_process
GO:0007034	AYCG.ctg1.415	biological_process
GO:0003700	AYCG.ctg1.415	molecular_function
GO:0005615	AYCG.ctg1.415	cellular_component
GO:0006355	add.AYCG.ctg23.94	biological_process
GO:0003700	add.AYCG.ctg23.94	molecular_function
GO:0008270	add.AYCG.ctg16.100	molecular_function
GO:0003676	add.AYCG.ctg16.100	molecular_function
GO:0042157	AYCG.ctg32.240	biological_process
GO:0006869	AYCG.ctg32.240	biological_process
GO:0008289	AYCG.ctg32.240	molecular_function
GO:0005576	AYCG.ctg32.240	cellular_component
GO:0045277	add.AYCG.ctg16.7	cellular_component
GO:0005739	add.AYCG.ctg16.7	cellular_component
GO:0005509	AYCG.ctg3.503	molecular_function
GO:0055114	add.AYCG.ctg30.29	biological_process
GO:0050660	add.AYCG.ctg30.29	molecular_function
GO:0016491	add.AYCG.ctg30.29	molecular_function
GO:0016409	AYCG.ctg17.11	molecular_function
GO:0005975	add.AYCG.ctg9.67	biological_process
GO:0004553	add.AYCG.ctg9.67	molecular_function
GO:0016747	add.AYCG.ctg22.13	molecular_function
GO:0008080	add.AYCG.ctg22.13	molecular_function
GO:0006468	AYCG.ctg20.299	biological_process
GO:0005524	AYCG.ctg20.299	molecular_function
GO:0004672	AYCG.ctg20.299	molecular_function
GO:0006338	AYCG.ctg45.74	biological_process
GO:0016818	AYCG.ctg45.74	molecular_function
GO:0005524	AYCG.ctg45.74	molecular_function
GO:0003676	AYCG.ctg45.74	molecular_function
GO:0005634	AYCG.ctg45.74	cellular_component
GO:0023041	AYCG.ctg5.518	biological_process
GO:0006270	AYCG.ctg5.518	biological_process
GO:0015031	AYCG.ctg5.518	biological_process
GO:0006886	AYCG.ctg5.518	biological_process
GO:0016485	AYCG.ctg5.518	biological_process
GO:0030001	AYCG.ctg5.518	biological_process
GO:0003924	AYCG.ctg5.518	molecular_function
GO:0004190	AYCG.ctg5.518	molecular_function
GO:0046872	AYCG.ctg5.518	molecular_function
GO:0005047	AYCG.ctg5.518	molecular_function
GO:0005525	AYCG.ctg5.518	molecular_function
GO:0005785	AYCG.ctg5.518	cellular_component
GO:0030867	AYCG.ctg5.518	cellular_component
GO:0016021	AYCG.ctg5.518	cellular_component
GO:0030176	AYCG.ctg5.518	cellular_component
GO:0031145	AYCG.ctg3.21	biological_process
GO:0008270	AYCG.ctg3.21	molecular_function
GO:0046872	AYCG.ctg3.21	molecular_function
GO:0005680	AYCG.ctg3.21	cellular_component
GO:0005975	AYCG.ctg11.167	biological_process
GO:0004650	AYCG.ctg11.167	molecular_function
GO:0046983	add.AYCG.ctg28.128	molecular_function
GO:0016021	add.AYCG.ctg22.70	cellular_component
GO:0031072	AYCG.ctg25.185	molecular_function
GO:0051082	AYCG.ctg25.185	molecular_function
GO:0005515	AYCG.ctg8.239	molecular_function
GO:0051087	add.AYCG.ctg17.11	molecular_function
GO:0005515	add.AYCG.ctg17.11	molecular_function
GO:0005515	AYCG.ctg10.542	molecular_function
GO:0016567	add.AYCG.ctg14.38	biological_process
GO:0006351	add.AYCG.ctg14.38	biological_process
GO:0004842	add.AYCG.ctg14.38	molecular_function
GO:0003677	add.AYCG.ctg14.38	molecular_function
GO:0055114	AYCG.ctg7.1025	biological_process
GO:0006355	AYCG.ctg14.422	biological_process
GO:0005515	AYCG.ctg14.422	molecular_function
GO:0003677	AYCG.ctg14.422	molecular_function
GO:0005975	AYCG.ctg23.137	biological_process
GO:0004553	AYCG.ctg23.137	molecular_function
GO:0045095	AYCG.ctg23.137	cellular_component
GO:0016787	AYCG.ctg9.625	molecular_function
GO:0032801	add.AYCG.ctg6.79	biological_process
GO:0019076	add.AYCG.ctg6.79	biological_process
GO:0031145	add.AYCG.ctg6.79	biological_process
GO:0005261	add.AYCG.ctg6.79	molecular_function
GO:0008270	add.AYCG.ctg6.79	molecular_function
GO:0046872	add.AYCG.ctg6.79	molecular_function
GO:0033644	add.AYCG.ctg6.79	cellular_component
GO:0005680	add.AYCG.ctg6.79	cellular_component
GO:0015035	add.AYCG.ctg32.64	molecular_function
GO:0006397	AYCG.ctg1.715	biological_process
GO:0016787	AYCG.ctg1.715	molecular_function
GO:0016788	AYCG.ctg1.715	molecular_function
GO:0003824	AYCG.ctg5.263	molecular_function
GO:0005975	AYCG.ctg30.111	biological_process
GO:0004553	AYCG.ctg30.111	molecular_function
GO:0000272	AYCG.ctg25.304	biological_process
GO:0006352	AYCG.ctg25.304	biological_process
GO:0042981	AYCG.ctg25.304	biological_process
GO:0005515	AYCG.ctg25.304	molecular_function
GO:0005509	AYCG.ctg25.304	molecular_function
GO:0004553	AYCG.ctg25.304	molecular_function
GO:0030880	AYCG.ctg25.304	cellular_component
GO:0006457	AYCG.ctg13.195	biological_process
GO:0043093	AYCG.ctg13.195	biological_process
GO:0006355	AYCG.ctg13.195	biological_process
GO:0006260	AYCG.ctg13.195	biological_process
GO:0023041	AYCG.ctg13.195	biological_process
GO:0043565	AYCG.ctg13.195	molecular_function
GO:0003700	AYCG.ctg13.195	molecular_function
GO:0051087	AYCG.ctg13.195	molecular_function
GO:0003677	AYCG.ctg13.195	molecular_function
GO:0000774	AYCG.ctg13.195	molecular_function
GO:0015078	AYCG.ctg13.195	molecular_function
GO:0042803	AYCG.ctg13.195	molecular_function
GO:0005737	AYCG.ctg13.195	cellular_component
GO:0033179	AYCG.ctg13.195	cellular_component
GO:0030867	AYCG.ctg13.195	cellular_component
GO:0006355	AYCG.ctg24.164	biological_process
GO:0005524	AYCG.ctg24.164	molecular_function
GO:0005634	AYCG.ctg24.164	cellular_component
GO:0055114	add.AYCG.ctg1641.7	biological_process
GO:0008137	add.AYCG.ctg1641.7	molecular_function
GO:0008137	add.AYCG.ctg1641.7	molecular_function
GO:0070206	AYCG.ctg23.88	biological_process
GO:0008270	AYCG.ctg1.676	molecular_function
GO:0090307	AYCG.ctg17.162	biological_process
GO:0007275	AYCG.ctg17.162	biological_process
GO:0006468	AYCG.ctg19.143	biological_process
GO:0005524	AYCG.ctg19.143	molecular_function
GO:0004672	AYCG.ctg19.143	molecular_function
GO:0006412	AYCG.ctg34.64	biological_process
GO:0003735	AYCG.ctg34.64	molecular_function
GO:0005840	AYCG.ctg34.64	cellular_component
GO:0051258	add.AYCG.ctg5.443	biological_process
GO:0006468	add.AYCG.ctg5.443	biological_process
GO:0048870	add.AYCG.ctg5.443	biological_process
GO:0006260	add.AYCG.ctg5.443	biological_process
GO:0031122	add.AYCG.ctg5.443	biological_process
GO:0030168	add.AYCG.ctg5.443	biological_process
GO:0070840	add.AYCG.ctg5.443	molecular_function
GO:0008017	add.AYCG.ctg5.443	molecular_function
GO:0004674	add.AYCG.ctg5.443	molecular_function
GO:0005524	add.AYCG.ctg5.443	molecular_function
GO:0005102	add.AYCG.ctg5.443	molecular_function
GO:0008134	add.AYCG.ctg5.443	molecular_function
GO:0042803	add.AYCG.ctg5.443	molecular_function
GO:0031514	add.AYCG.ctg5.443	cellular_component
GO:0005815	add.AYCG.ctg5.443	cellular_component
GO:0005577	add.AYCG.ctg5.443	cellular_component
GO:0055085	AYCG.ctg5.874	biological_process
GO:0015297	AYCG.ctg5.874	molecular_function
GO:0042910	AYCG.ctg5.874	molecular_function
GO:0016020	AYCG.ctg5.874	cellular_component
GO:0003677	AYCG.ctg19.292	molecular_function
GO:0006355	AYCG.ctg5.537	biological_process
GO:0003700	AYCG.ctg5.537	molecular_function
GO:0003779	AYCG.ctg5.537	molecular_function
GO:0005975	AYCG.ctg12.185	biological_process
GO:0003725	AYCG.ctg12.185	molecular_function
GO:0004553	AYCG.ctg12.185	molecular_function
GO:0016787	AYCG.ctg20.423	molecular_function
GO:0016020	AYCG.ctg40.47	cellular_component
GO:0006508	add.AYCG.ctg20.127	biological_process
GO:0008234	add.AYCG.ctg20.127	molecular_function
GO:0005515	add.AYCG.ctg21.164	molecular_function
GO:0003824	AYCG.ctg38.35	molecular_function
GO:0071704	AYCG.ctg4.341	biological_process
GO:0005975	AYCG.ctg4.341	biological_process
GO:0004565	AYCG.ctg4.341	molecular_function
GO:0004553	AYCG.ctg4.341	molecular_function
GO:0009341	AYCG.ctg4.341	cellular_component
GO:0006388	AYCG.ctg18.194	biological_process
GO:0055085	AYCG.ctg18.194	biological_process
GO:0003972	AYCG.ctg18.194	molecular_function
GO:0003972	AYCG.ctg18.194	molecular_function
GO:0005509	AYCG.ctg18.194	molecular_function
GO:0005524	AYCG.ctg18.194	molecular_function
GO:0016021	AYCG.ctg18.194	cellular_component
GO:0005524	add.AYCG.ctg46.2	molecular_function
GO:0005525	add.AYCG.ctg46.2	molecular_function
GO:0015743	AYCG.ctg7.627	biological_process
GO:0055085	AYCG.ctg7.627	biological_process
GO:0022857	AYCG.ctg7.627	molecular_function
GO:0005886	AYCG.ctg7.627	cellular_component
GO:0006468	add.AYCG.ctg605.1	biological_process
GO:0030246	add.AYCG.ctg605.1	molecular_function
GO:0005524	add.AYCG.ctg605.1	molecular_function
GO:0004672	add.AYCG.ctg605.1	molecular_function
GO:0016020	add.AYCG.ctg605.1	cellular_component
GO:0042802	add.AYCG.ctg20.12	molecular_function
GO:0005739	add.AYCG.ctg20.12	cellular_component
GO:0008270	add.AYCG.ctg14.16	molecular_function
GO:0003677	add.AYCG.ctg14.16	molecular_function
GO:0006629	AYCG.ctg7.620	biological_process
GO:0006508	AYCG.ctg60.9	biological_process
GO:0004252	AYCG.ctg60.9	molecular_function
GO:0008236	AYCG.ctg60.9	molecular_function
GO:0006631	AYCG.ctg10.409	biological_process
GO:0055114	AYCG.ctg10.409	biological_process
GO:0003857	AYCG.ctg10.409	molecular_function
GO:0016491	AYCG.ctg10.409	molecular_function
GO:0006468	AYCG.ctg31.330	biological_process
GO:0005515	AYCG.ctg31.330	molecular_function
GO:0005524	AYCG.ctg31.330	molecular_function
GO:0004672	AYCG.ctg31.330	molecular_function
GO:0016788	AYCG.ctg24.446	molecular_function
GO:0008168	add.AYCG.ctg14.10	molecular_function
GO:0016021	AYCG.ctg16.258	cellular_component
GO:0016020	AYCG.ctg16.258	cellular_component
GO:0005515	AYCG.ctg37.75	molecular_function
GO:0006468	AYCG.ctg28.170	biological_process
GO:0005515	AYCG.ctg28.170	molecular_function
GO:0005524	AYCG.ctg28.170	molecular_function
GO:0004672	AYCG.ctg28.170	molecular_function
GO:0008610	AYCG.ctg13.41	biological_process
GO:0009058	AYCG.ctg13.41	biological_process
GO:0055114	AYCG.ctg13.41	biological_process
GO:0005506	AYCG.ctg13.41	molecular_function
GO:0016491	AYCG.ctg13.41	molecular_function
GO:0030833	AYCG.ctg3.584	biological_process
GO:0034314	AYCG.ctg3.584	biological_process
GO:0005856	AYCG.ctg3.584	cellular_component
GO:0005885	AYCG.ctg3.584	cellular_component
GO:0006433	AYCG.ctg7.1105	biological_process
GO:0006418	AYCG.ctg7.1105	biological_process
GO:0004827	AYCG.ctg7.1105	molecular_function
GO:0000166	AYCG.ctg7.1105	molecular_function
GO:0004812	AYCG.ctg7.1105	molecular_function
GO:0005524	AYCG.ctg7.1105	molecular_function
GO:0005737	AYCG.ctg7.1105	cellular_component
GO:0009165	AYCG.ctg33.55	biological_process
GO:0009116	AYCG.ctg33.55	biological_process
GO:0004749	AYCG.ctg33.55	molecular_function
GO:0000287	AYCG.ctg33.55	molecular_function
GO:0055114	AYCG.ctg10.525	biological_process
GO:0016491	AYCG.ctg10.525	molecular_function
GO:0030244	AYCG.ctg44.5	biological_process
GO:0016760	AYCG.ctg44.5	molecular_function
GO:0016760	AYCG.ctg44.5	molecular_function
GO:0016020	AYCG.ctg44.5	cellular_component
GO:0019050	AYCG.ctg9.262	biological_process
GO:0002161	AYCG.ctg9.262	molecular_function
GO:0006355	AYCG.ctg15.194	biological_process
GO:0003690	AYCG.ctg15.194	molecular_function
GO:0016020	AYCG.ctg7.827	cellular_component
GO:0008270	add.AYCG.ctg44.12	molecular_function
GO:0008289	AYCG.ctg14.202	molecular_function
GO:0055085	AYCG.ctg14.269	biological_process
GO:0015267	AYCG.ctg14.269	molecular_function
GO:0016020	AYCG.ctg14.269	cellular_component
GO:0006412	add.AYCG.ctg3.20	biological_process
GO:0003735	add.AYCG.ctg3.20	molecular_function
GO:0006468	AYCG.ctg4.96	biological_process
GO:0005515	AYCG.ctg4.96	molecular_function
GO:0005524	AYCG.ctg4.96	molecular_function
GO:0004672	AYCG.ctg4.96	molecular_function
GO:0005515	AYCG.ctg23.369	molecular_function
GO:0006468	AYCG.ctg21.112	biological_process
GO:0005524	AYCG.ctg21.112	molecular_function
GO:0004672	AYCG.ctg21.112	molecular_function
GO:0004674	AYCG.ctg31.202	molecular_function
GO:0009229	AYCG.ctg5.511	biological_process
GO:0030975	AYCG.ctg5.511	molecular_function
GO:0004788	AYCG.ctg5.511	molecular_function
GO:0005524	AYCG.ctg5.511	molecular_function
GO:0006099	AYCG.ctg3.645	biological_process
GO:0003994	AYCG.ctg3.645	molecular_function
GO:0005515	AYCG.ctg3.645	molecular_function
GO:0005515	AYCG.ctg20.573	molecular_function
GO:0006508	add.AYCG.ctg19.5	biological_process
GO:0045490	add.AYCG.ctg19.5	biological_process
GO:0047487	add.AYCG.ctg19.5	molecular_function
GO:0005515	add.AYCG.ctg19.5	molecular_function
GO:0055085	add.AYCG.ctg4.73	biological_process
GO:0022857	add.AYCG.ctg4.73	molecular_function
GO:0016021	add.AYCG.ctg4.73	cellular_component
GO:0006412	add.AYCG.ctg24.108	biological_process
GO:0003735	add.AYCG.ctg24.108	molecular_function
GO:0015934	add.AYCG.ctg24.108	cellular_component
GO:0071704	AYCG.ctg35.2	biological_process
GO:0005975	AYCG.ctg35.2	biological_process
GO:0016868	AYCG.ctg35.2	molecular_function
GO:0006351	add.AYCG.ctg2.100	biological_process
GO:0003899	add.AYCG.ctg2.100	molecular_function
GO:0008270	AYCG.ctg4.128	molecular_function
